timestamp_utc,probe_name,probe_address,rssi_dbm,food_temperature_c,food_temperature_f,ambient_temperature_c,ambient_temperature_f,tip_1_temperature_c,tip_1_temperature_f,tip_2_temperature_c,tip_2_temperature_f,tip_3_temperature_c,tip_3_temperature_f,tip_4_temperature_c,tip_4_temperature_f,battery_percent
2026-08-28T00:28:37.674059+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-70,,,,,,,,,,,,,93.0
2026-08-28T00:28:39.682330+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-67,22.4,72.32,22.5,72.5,22.5,72.5,22.5,72.5,22.4,72.32,22.6,72.68,93.0
2026-08-28T00:28:41.690899+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-67,22.4,72.32,22.5,72.5,22.5,72.5,22.5,72.5,22.4,72.32,22.6,72.68,93.0
2026-08-28T00:28:43.699240+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-79,22.3,72.14,22.5,72.5,22.5,72.5,22.5,72.5,22.3,72.14,22.6,72.68,93.0
2026-08-28T00:28:45.707258+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-70,22.3,72.14,22.5,72.5,22.5,72.5,22.5,72.5,22.3,72.14,22.6,72.68,93.0
2026-08-28T00:28:47.711488+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-70,22.3,72.14,22.5,72.5,22.5,72.5,22.5,72.5,22.3,72.14,22.6,72.68,93.0
2026-08-28T00:28:49.717730+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-78,22.4,72.32,22.5,72.5,22.5,72.5,22.5,72.5,22.4,72.32,22.6,72.68,93.0
