timestamp_utc,probe_name,probe_address,rssi_dbm,food_temperature_c,food_temperature_f,ambient_temperature_c,ambient_temperature_f,tip_1_temperature_c,tip_1_temperature_f,tip_2_temperature_c,tip_2_temperature_f,tip_3_temperature_c,tip_3_temperature_f,tip_4_temperature_c,tip_4_temperature_f,battery_percent
2026-08-28T19:52:13.622870+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-94,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,
2026-08-28T19:52:15.626730+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-94,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,
2026-08-28T19:52:17.629273+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-94,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,
2026-08-28T19:52:19.633289+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-94,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,
2026-08-28T19:52:21.641035+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-94,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,
2026-08-28T19:52:23.647551+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-94,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,
2026-08-28T19:52:25.653093+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-97,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,69.0
2026-08-28T19:52:27.655977+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-97,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,69.0
2026-08-28T19:52:29.657920+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-97,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,69.0
2026-08-28T19:52:31.663427+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-97,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,69.0
2026-08-28T19:52:33.669961+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-95,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,69.0
2026-08-28T19:52:35.676659+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-95,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,69.0
2026-08-28T19:52:37.683720+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-95,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,69.0
2026-08-28T19:52:39.687985+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-95,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,69.0
2026-08-28T19:52:41.696104+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-95,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,69.0
2026-08-28T19:52:43.702208+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-95,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,69.0
2026-08-28T19:52:45.704960+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-95,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,69.0
2026-08-28T19:52:47.706861+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-95,26.0,78.80000000000001,43.1,109.58,26.0,78.80000000000001,26.2,79.16,27.1,80.78,29.1,84.38,69.0
