timestamp_utc,probe_name,probe_address,rssi_dbm,food_temperature_c,food_temperature_f,ambient_temperature_c,ambient_temperature_f,tip_1_temperature_c,tip_1_temperature_f,tip_2_temperature_c,tip_2_temperature_f,tip_3_temperature_c,tip_3_temperature_f,tip_4_temperature_c,tip_4_temperature_f,battery_percent
2026-08-28T19:52:11.620545+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-92,26.6,79.88,46.3,115.34,26.6,79.88,26.8,80.24000000000001,27.7,81.86,30.3,86.53999999999999,
2026-08-28T19:52:13.622355+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-92,26.6,79.88,46.3,115.34,26.6,79.88,26.8,80.24000000000001,27.7,81.86,30.3,86.53999999999999,
2026-08-28T19:52:15.625789+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-92,26.6,79.88,46.3,115.34,26.6,79.88,26.8,80.24000000000001,27.7,81.86,30.3,86.53999999999999,
2026-08-28T19:52:17.629072+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-92,26.6,79.88,46.3,115.34,26.6,79.88,26.8,80.24000000000001,27.7,81.86,30.3,86.53999999999999,
2026-08-28T19:52:19.633011+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-95,26.6,79.88,46.3,115.34,26.6,79.88,26.8,80.24000000000001,27.7,81.86,30.3,86.53999999999999,
2026-08-28T19:52:21.640325+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-95,26.6,79.88,46.3,115.34,26.6,79.88,26.8,80.24000000000001,27.7,81.86,30.3,86.53999999999999,
2026-08-28T19:52:23.647258+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-95,26.6,79.88,46.3,115.34,26.6,79.88,26.8,80.24000000000001,27.7,81.86,30.3,86.53999999999999,
2026-08-28T19:52:25.652766+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-95,26.6,79.88,46.3,115.34,26.6,79.88,26.8,80.24000000000001,27.7,81.86,30.3,86.53999999999999,
2026-08-28T19:52:27.655707+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-95,26.6,79.88,46.3,115.34,26.6,79.88,26.8,80.24000000000001,27.7,81.86,30.3,86.53999999999999,
2026-08-28T19:52:29.657825+00:00,inside in water 1,4CB13989-424F-31F7-E5C6-3C2FD749BFBE,-94,26.8,80.24000000000001,47.5,117.5,26.8,80.24000000000001,27.1,80.78,27.9,82.22,30.7,87.25999999999999,
