timestamp_utc,probe_name,probe_address,rssi_dbm,food_temperature_c,food_temperature_f,ambient_temperature_c,ambient_temperature_f,tip_1_temperature_c,tip_1_temperature_f,tip_2_temperature_c,tip_2_temperature_f,tip_3_temperature_c,tip_3_temperature_f,tip_4_temperature_c,tip_4_temperature_f,battery_percent
2026-08-27T19:35:52.289020+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-86,38.5,101.3,34.9,94.82,60.5,140.9,45.9,114.62,38.5,101.3,36.8,98.24,
2026-08-27T19:35:54.295816+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-85,38.7,101.66000000000001,34.9,94.82,60.8,141.44,46.3,115.34,38.7,101.66000000000001,37.0,98.60000000000001,
2026-08-27T19:35:56.304310+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-79,38.7,101.66000000000001,34.9,94.82,60.8,141.44,46.3,115.34,38.7,101.66000000000001,37.0,98.60000000000001,98.0
2026-08-27T19:35:58.312329+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-79,38.7,101.66000000000001,34.9,94.82,60.8,141.44,46.3,115.34,38.7,101.66000000000001,37.0,98.60000000000001,98.0
2026-08-27T19:36:00.318802+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-79,38.7,101.66000000000001,34.9,94.82,60.8,141.44,46.3,115.34,38.7,101.66000000000001,37.0,98.60000000000001,98.0
2026-08-27T19:36:02.329821+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-70,38.7,101.66000000000001,34.9,94.82,60.8,141.44,46.3,115.34,38.7,101.66000000000001,37.0,98.60000000000001,98.0
2026-08-27T19:36:04.337132+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-88,38.7,101.66000000000001,34.9,94.82,60.8,141.44,46.3,115.34,38.7,101.66000000000001,37.0,98.60000000000001,98.0
2026-08-27T19:36:06.344667+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-88,38.7,101.66000000000001,34.9,94.82,60.8,141.44,46.3,115.34,38.7,101.66000000000001,37.0,98.60000000000001,98.0
2026-08-27T19:36:08.351755+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-88,38.7,101.66000000000001,34.9,94.82,60.8,141.44,46.3,115.34,38.7,101.66000000000001,37.0,98.60000000000001,98.0
2026-08-27T19:36:10.355992+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-81,39.8,103.64,36.0,96.8,62.6,144.68,47.9,118.22,39.8,103.64,37.9,100.22,98.0
2026-08-27T19:36:12.363048+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-81,39.8,103.64,36.0,96.8,62.6,144.68,47.9,118.22,39.8,103.64,37.9,100.22,98.0
2026-08-27T19:36:14.369459+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-82,40.0,104.0,35.8,96.44,62.9,145.22,48.2,118.76,40.0,104.0,38.1,100.58,98.0
2026-08-27T19:36:16.377547+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-81,40.2,104.36000000000001,36.1,96.98,63.2,145.76,48.5,119.3,40.2,104.36000000000001,38.2,100.76,98.0
2026-08-27T19:36:18.384152+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-86,40.2,104.36000000000001,36.1,96.98,63.2,145.76,48.5,119.3,40.2,104.36000000000001,38.2,100.76,98.0
2026-08-27T19:36:20.391413+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-96,40.4,104.72,36.2,97.16000000000001,63.4,146.12,48.9,120.02,40.4,104.72,38.4,101.12,98.0
2026-08-27T19:36:22.403969+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-96,40.4,104.72,36.2,97.16000000000001,63.4,146.12,48.9,120.02,40.4,104.72,38.4,101.12,98.0
2026-08-27T19:36:24.412106+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-96,40.4,104.72,36.2,97.16000000000001,63.4,146.12,48.9,120.02,40.4,104.72,38.4,101.12,98.0
2026-08-27T19:36:26.415843+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-74,40.4,104.72,36.2,97.16000000000001,63.4,146.12,48.9,120.02,40.4,104.72,38.4,101.12,98.0
2026-08-27T19:36:28.422183+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-79,41.0,105.8,36.6,97.88000000000001,64.2,147.56,49.8,121.64,41.0,105.8,38.8,101.84,98.0
2026-08-27T19:36:30.430102+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-74,41.3,106.34,36.7,98.06,64.5,148.10000000000002,50.1,122.18,41.3,106.34,39.0,102.2,98.0
2026-08-27T19:36:32.436160+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-74,41.3,106.34,36.7,98.06,64.5,148.10000000000002,50.1,122.18,41.3,106.34,39.0,102.2,98.0
2026-08-27T19:36:34.443082+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-74,41.3,106.34,36.7,98.06,64.5,148.10000000000002,50.1,122.18,41.3,106.34,39.0,102.2,98.0
2026-08-27T19:36:36.451671+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-74,41.3,106.34,36.7,98.06,64.5,148.10000000000002,50.1,122.18,41.3,106.34,39.0,102.2,98.0
2026-08-27T19:36:38.460379+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-74,41.3,106.34,36.7,98.06,64.5,148.10000000000002,50.1,122.18,41.3,106.34,39.0,102.2,98.0
2026-08-27T19:36:40.466955+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-80,41.9,107.42,37.1,98.78,64.1,147.38,50.9,123.62,41.9,107.42,39.5,103.10000000000001,98.0
2026-08-27T19:36:42.470031+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-80,41.9,107.42,37.1,98.78,64.1,147.38,50.9,123.62,41.9,107.42,39.5,103.10000000000001,98.0
2026-08-27T19:36:44.475527+00:00,outside on top,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-80,41.9,107.42,37.1,98.78,64.1,147.38,50.9,123.62,41.9,107.42,39.5,103.10000000000001,98.0
