timestamp_utc,probe_name,probe_address,rssi_dbm,food_temperature_c,food_temperature_f,ambient_temperature_c,ambient_temperature_f,tip_1_temperature_c,tip_1_temperature_f,tip_2_temperature_c,tip_2_temperature_f,tip_3_temperature_c,tip_3_temperature_f,tip_4_temperature_c,tip_4_temperature_f,battery_percent
2026-08-25T22:08:09.892032+00:00,Probe 1,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-75,29.7,85.46000000000001,27.1,80.78,29.7,85.46000000000001,30.5,86.9,29.8,85.64,29.8,85.64,
2026-08-25T22:08:11.895283+00:00,Probe 1,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-74,30.0,86.0,27.1,80.78,30.0,86.0,30.8,87.44,30.1,86.18,30.0,86.0,
2026-08-25T22:08:13.897289+00:00,Probe 1,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-72,30.0,86.0,27.1,80.78,30.0,86.0,30.8,87.44,30.1,86.18,30.0,86.0,94.0
2026-08-25T22:08:15.901075+00:00,Probe 1,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-72,30.0,86.0,27.1,80.78,30.0,86.0,30.8,87.44,30.1,86.18,30.0,86.0,94.0
2026-08-25T22:08:17.904937+00:00,Probe 1,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-51,30.9,87.62,27.7,81.86,30.9,87.62,31.6,88.88,31.1,87.98,30.7,87.25999999999999,94.0
2026-08-25T22:08:19.907857+00:00,Probe 1,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-62,30.9,87.62,27.7,81.86,30.9,87.62,31.6,88.88,31.1,87.98,30.7,87.25999999999999,94.0
2026-08-25T22:08:21.910977+00:00,Probe 1,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-62,30.9,87.62,27.7,81.86,30.9,87.62,31.6,88.88,31.1,87.98,30.7,87.25999999999999,94.0
2026-08-25T22:08:23.917204+00:00,Probe 1,902B6F7B-D0F4-EC70-1C01-8D7DE6A68397,-62,30.9,87.62,27.7,81.86,30.9,87.62,31.6,88.88,31.1,87.98,30.7,87.25999999999999,94.0
